Make,Model,Variant,Ex-Showroom_Price,Fuel_Type,Power,Torque,Displacement,Fuel_Tank_Capacity,Type,Body_Type,Seating_Capacity,ARAI_Certified_Mileage,Length,Width,Height,Kerb_Weight,Ground_Clearance,Front_Brakes,Rear_Brakes,ABS_(Anti-lock_Braking_System),Airbags
Toyota,Etios Liva,Dual Tone Vd,"Rs. 7,20,700",Diesel,68PS@3800rpm,170Nm@1800-2400rpm,1364 cc,45 litres,Manual,Hatchback,5.0,23.59 km/litre,3884 mm,1695 mm,1510 mm,895 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Toyota,Etios Liva,Dual Tone Vx,"Rs. 6,41,700",Petrol,80PS@5600rpm,104Nm@3100rpm,1197 cc,45 litres,Manual,Hatchback,5.0,18.16 km/litre,3884 mm,1695 mm,1510 mm,895 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Toyota,Etios Liva,Dual Tone Vxd,"Rs. 7,56,700",Diesel,68PS@3800rpm,170Nm@1800-2400rpm,1364 cc,45 litres,Manual,Hatchback,5.0,23.59 km/litre,3884 mm,1695 mm,1510 mm,895 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Toyota,Etios Liva,Gx,"Rs. 5,58,400",Petrol,80PS@5600rpm,104Nm@3100rpm,1197 cc,45 litres,Manual,Hatchback,5.0,18.16 km/litre,3884 mm,1695 mm,1510 mm,895 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Toyota,Etios Liva,Gxd,"Rs. 6,86,000",Diesel,68PS@3800rpm,170Nm@1800-2400rpm,1364 cc,45 litres,Manual,Hatchback,5.0,23.59 km/litre,3884 mm,1695 mm,1510 mm,895 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Toyota,Etios Liva,Vx Dual Tone Limited Edition,"Rs. 6,62,700",Petrol,80PS@5600rpm,104Nm@3100rpm,1197 cc,45 litres,Manual,Hatchback,5.0,18.16 km/litre,3884 mm,1695 mm,1510 mm,895 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Toyota,Etios Liva,Vxd Dual Tone Limited Edition,"Rs. 7,77,700",Diesel,68PS@3800rpm,170Nm@1800-2400rpm,1364 cc,45 litres,Manual,Hatchback,5.0,23.59 km/litre,3884 mm,1695 mm,1510 mm,895 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Nissan,Micra Active,Xl,"Rs. 5,25,021",Petrol,68PS@5000rpm,104Nm@4000rpm,1198 cc,41 litres,Manual,Hatchback,5.0,18.97 km/litre,3801 mm,1665 mm,1530 mm,,154 mm,Ventilated Disc,Drum,,"Driver frontal airbag, Front passenger frontal airbag"
Nissan,Micra Active,Xv,"Rs. 5,99,950",Petrol,68PS@5000rpm,104Nm@4000rpm,1198 cc,41 litres,Manual,Hatchback,5.0,19.49 km/litre,3801 mm,1665 mm,1530 mm,,154 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Nissan,Micra Active,Xl (O),"Rs. 5,63,133",Petrol,68PS@5000rpm,104Nm@4000rpm,1198 cc,41 litres,Manual,Hatchback,5.0,18.97 km/litre,3801 mm,1665 mm,1530 mm,,154 mm,Ventilated Disc,Drum,,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Bolt,Xt Diesel,"Rs. 7,87,980",Diesel,75PS@4000rpm,190Nm@1750-3000rpm,1248 cc,44 litres,Manual,Hatchback,5.0,22.95 km/litre,3825 mm,1695 mm,1562 mm,1132 kg,165 mm,Solid Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Bolt,Xe Diesel,"Rs. 6,61,111",Diesel,75PS@4000rpm,190Nm@1750-3000rpm,1248 cc,44 litres,Manual,Hatchback,5.0,22.95 km/litre,3825 mm,1695 mm,1562 mm,1132 kg,165 mm,Solid Disc,Drum,,
Tata,Bolt,Xm Diesel,"Rs. 6,93,798",Diesel,75PS@4000rpm,190Nm@1750-3000rpm,1248 cc,44 litres,Manual,Hatchback,5.0,22.95 km/litre,3825 mm,1695 mm,1562 mm,1132 kg,165 mm,Solid Disc,Drum,Yes,
Tata,Bolt,Xms Diesel,"Rs. 7,19,661",Diesel,75PS@4000rpm,190Nm@1750-3000rpm,1248 cc,44 litres,Manual,Hatchback,5.0,22.95 km/litre,3825 mm,1695 mm,1562 mm,1132 kg,165 mm,Solid Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Bolt,Xt Petrol,"Rs. 6,74,960",Petrol,90PS@5000rpm,140Nm@1500-4000rpm,1193 cc,44 litres,Manual,Hatchback,5.0,17.57 km/litre,3825 mm,1695 mm,1562 mm,1095 kg,165 mm,Solid Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Tata,Bolt,Xe Petrol,"Rs. 5,29,035",Petrol,90PS@5000rpm,140Nm@1500-4000rpm,1193 cc,44 litres,Manual,Hatchback,5.0,17.57 km/litre,3825 mm,1695 mm,1562 mm,1095 kg,165 mm,Solid Disc,Drum,,
Tata,Bolt,Xm Petrol,"Rs. 5,90,268",Petrol,90PS@5000rpm,140Nm@1500-4000rpm,1193 cc,44 litres,Manual,Hatchback,5.0,17.57 km/litre,3825 mm,1695 mm,1562 mm,1095 kg,165 mm,Solid Disc,Drum,Yes,
Tata,Bolt,Xms Petrol,"Rs. 6,14,515",Petrol,90PS@5000rpm,140Nm@1500-4000rpm,1193 cc,44 litres,Manual,Hatchback,5.0,17.57 km/litre,3825 mm,1695 mm,1562 mm,1095 kg,165 mm,Solid Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent Prime,Cng T + (Cng +,"Rs. 5,56,130",CNG + Petrol,83PS@6000rpm,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,Yes,
Hyundai,Xcent Prime,T,"Rs. 5,36,859",Petrol,83PS@6000rpm,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,15.7 km/litre,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,,
Hyundai,Xcent Prime,T+,"Rs. 5,56,130",Petrol,83PS@6000rpm,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,Yes,
Hyundai,Xcent Prime,Cng T (Cng +,"Rs. 5,36,859",CNG + Petrol,81.8bhp@6000rpm,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,Yes,
Hyundai,Xcent Prime,T+ Crdi,"Rs. 6,39,616",Diesel,70bhp@4000RPM,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,20.14 km/litre,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Xcent Prime,T Crdi,"Rs. 6,20,297",Diesel,71PS@4000rpm,114Nm@6000rpm,1197 cc,43 litres,Manual,Sedan,5.0,20 km/litre,3995 mm,1660 mm,1520 mm,1100 kg,165 mm,Ventilated Disc,Drum,,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire Tour,Ldi,"Rs. 6,53,523",Diesel,75PS@4000rpm,190Nm@2000rpm,1248 cc,42 litres,Manual,Sedan,5.0,28.4 km/litre,3995 mm,1695 mm,1555 mm,1045 kg,170 mm,Ventilated Disc,Drum,,
Maruti Suzuki,Dzire Tour,Lxi,"Rs. 5,53,423",Petrol,83PS@6000rpm,115Nm@4000rpm,1197 cc,42 litres,Manual,Sedan,5.0,22 km/litre,3995 mm,1695 mm,1555 mm,935 kg,170 mm,Ventilated Disc,Drum,,
Maruti Suzuki,Dzire Tour,Lxi Cng,"Rs. 5,98,940",CNG,69bhp@6000rpm,115Nm@4000rpm,1197 cc,42 litres,Manual,Sedan,5.0,,3995 mm,1695 mm,1555 mm,935 kg,170 mm,Ventilated Disc,Drum,,
Hyundai,Elite I20,Era 1.2,"Rs. 5,59,693",Petrol,84PS@6000rpm,115Nm@4000rpm,1197 cc,45 litres,Manual,Hatchback,5.0,18.6 km/litre,3995 mm,1710 mm,1505 mm,1066 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elite I20,Era 1.4 Crdi,"Rs. 6,97,803",Diesel,90PS@4000rpm,220Nm@1500rpm,1396 cc,45 litres,Manual,Hatchback,5.0,22.54 km/litre,3985 mm,1734 mm,1505 mm,1510 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elite I20,Magna Plus,"Rs. 6,34,950",Petrol,84PS@6000rpm,115Nm@4000rpm,1197 cc,45 litres,Manual,Hatchback,5.0,18.6 km/litre,3985 mm,1734 mm,1505 mm,1058 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elite I20,Magna Plus Crdi,"Rs. 7,70,803",Diesel,90PS@4000rpm,220Nm@1500rpm,1396 cc,45 litres,Manual,Hatchback,5.0,22.54 km/litre,3985 mm,1734 mm,1505 mm,1510 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elite I20,Sportz Plus,"Rs. 7,21,693",Petrol,84PS@6000rpm,115Nm@4000rpm,1197 cc,45 litres,Manual,Hatchback,5.0,18.6 km/litre,3985 mm,1734 mm,1505 mm,1060 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,"Rs. 8,76,103",Diesel,90PS@4000rpm,220Nm@1500rpm,1396 cc,45 litres,Manual,Hatchback,5.0,22.54 km/litre,3985 mm,1734 mm,1505 mm,1515 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elite I20,Asta (O) 1.2,"Rs. 8,08,993",Petrol,84PS@6000rpm,114Nm@4000rpm,1197 cc,45 litres,Manual,Hatchback,5.0,18.15 km/litre,3995 mm,1734 mm,1505 mm,1515 kg,170 mm,Ventilated Disc,Drum,Yes,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag"
Hyundai,Elite I20,Asta (O) Crdi,"Rs. 9,34,003",Diesel,90PS@4000rpm,220Nm@1500-2750rpm,1396 cc,45 litres,Manual,Hatchback,5.0,22.54 km/litre,3985 mm,1734 mm,1505 mm,1515 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger curtain airbag, Driver curtain airbag"
Hyundai,Elite I20,Asta (O) Cvt,"Rs. 9,20,993",Petrol,83PS@6000rpm,115Nm@4000rpm,1197 cc,45 litres,Automatic,Hatchback,5.0,18.6 km/litre,3985 mm,1734 mm,1505 mm,1066 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elite I20,Sportz Plus Dual Tone,"Rs. 7,51,693",Petrol,84PS@6000rpm,115Nm@4000rpm,1197 cc,45 litres,Manual,Hatchback,5.0,18.6 km/litre,3985 mm,1734 mm,1505 mm,1060 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elite I20,Sportz Plus Cvt,"Rs. 8,31,693",Petrol,84PS@6000rpm,115Nm@4000rpm,1197 cc,45 litres,Manual,Hatchback,5.0,18.6 km/litre,3985 mm,1734 mm,1505 mm,1060 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Elite I20,Sportz Plus Crdi,"Rs. 8,46,103",Diesel,90PS@4000rpm,220Nm@1500rpm,1396 cc,45 litres,Manual,Hatchback,5.0,22.54 km/litre,3985 mm,1734 mm,1505 mm,1515 kg,170 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,E 1.2 Petrol,"Rs. 5,79,900",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Manual,Sedan,5.0,20.5 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,S 1.2 Petrol,"Rs. 6,55,900",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Manual,Sedan,5.0,20.5 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,S 1.2 Amt Petrol,"Rs. 7,05,800",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Automatic,Sedan,5.0,20.1 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,Sx 1.2 Petrol,"Rs. 7,29,900",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Manual,Sedan,5.0,20.5 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,Sx Plus 1.2 Amt Petrol,"Rs. 8,04,800",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Automatic,Sedan,5.0,20.1 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,Sx (O) 1.2 Petrol,"Rs. 7,85,900",Petrol,83PS@6000rpm,114Nm@4000rpm,1197 cc,37 litres,Manual,Sedan,5.0,20.5 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,S 1.2 Cng Petrol (Cng +,"Rs. 7,28,900",CNG + Petrol,69PS@6000rpm,95Nm@4000rpm,1197 cc,37 litres,Manual,Sedan,5.0,20.5 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,Sx Plus 1.0 Petrol,"Rs. 8,54,900",Petrol,100PS@6000rpm,172Nm@1500-4000rpm,998 cc,37 litres,Manual,Sedan,5.0,20.5 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,S 1.2 Diesel,"Rs. 7,73,800",Diesel,75PS@4000rpm,190NM@1750-2250RPM,1186 cc,37 litres,Manual,Sedan,5.0,25.35 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,S 1.2 Amt Diesel,"Rs. 8,23,700",Diesel,75PS@4000rpm,190NM@1750-2250RPM,1186 cc,37 litres,Automatic,Sedan,5.0,20.4 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,Sx Plus 1.2 Amt Diesel,"Rs. 9,22,700",Diesel,75PS@4000rpm,190NM@1750-2250RPM,1186 cc,37 litres,Automatic,Sedan,5.0,25.4 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Hyundai,Aura,Sx (O) 1.2 Diesel,"Rs. 9,03,800",Diesel,75PS@4000rpm,190NM@1750-2250RPM,1186 cc,37 litres,Manual,Sedan,5.0,25.35 km/litre,3995 mm,1680 mm,1520 mm,,,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Polo,Trendline 1.0L (P),"Rs. 5,82,000",Petrol,76PS@6200RPM,95Nm@3000-4300rpm,999 cc,45 litres,Manual,Hatchback,5.0,18.78 km/litre,3971 mm,1682 mm,1469 mm,1033 kg,165 mm,Ventilated Disc,Drum,,"Front passenger frontal airbag, Driver frontal airbag"
Volkswagen,Polo,Comfortline 1.0 (P),"Rs. 6,76,500",Petrol,76PS@6200RPM,95Nm@3000-4300rpm,999 cc,45 litres,Manual,Hatchback,5.0,18.78 km/litre,3971 mm,1682 mm,1469 mm,1049 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Polo,Highline Plus 1.0 (P),"Rs. 7,76,500",Petrol,76PS@6200RPM,95Nm@3000-4300rpm,999 cc,45 litres,Manual,Hatchback,5.0,18.78 km/litre,3971 mm,1682 mm,1469 mm,1053 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Polo,Trendline 1.5L (D),"Rs. 7,34,500",Diesel,90PS@4200rpm,230Nm@1500-2500rpm,1498 cc,45 litres,Manual,Hatchback,5.0,20.14 km/litre,3971 mm,1682 mm,1469 mm,1033 kg,165 mm,Ventilated Disc,Drum,,"Front passenger frontal airbag, Driver frontal airbag"
Volkswagen,Polo,Comfortline 1.5 (D),"Rs. 8,51,500",Diesel,90PS@4200rpm,230Nm@1500-2500rpm,1498 cc,45 litres,Manual,Hatchback,5.0,20.14 km/litre,3971 mm,1682 mm,1469 mm,1142 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Polo,Highline Plus 1.5 (D),"Rs. 9,31,500",Diesel,90PS@4200rpm,230Nm@1500-2500rpm,1498 cc,45 litres,Manual,Hatchback,5.0,20.14 km/litre,3971 mm,1682 mm,1469 mm,1158 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Polo,Gt Tsi,"Rs. 9,76,000",Petrol,105PS@5000rpm,175Nm@1500-4100rpm,1197 cc,45 litres,Automatic,Hatchback,5.0,17.21 km/litre,3971 mm,1682 mm,1469 mm,1109 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Polo,Gt Tdi,"Rs. 9,88,500",Diesel,110PS@4400rpm,250Nm@1500-2500rpm,1498 cc,45 litres,Manual,Hatchback,5.0,19.91 km/litre,3971 mm,1682 mm,1469 mm,1148 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Lxi,"Rs. 5,82,613",Petrol,84.3PS@6000rpm,115Nm@4000rpm,1197 cc,37 litres,Manual,Sedan,5.0,22 km/litre,3995 mm,1735 mm,1515 mm,860 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Vxi,"Rs. 6,73,112",Petrol,84.3PS@6000rpm,115Nm@4000rpm,1197 cc,37 litres,Manual,Sedan,5.0,22 km/litre,3995 mm,1735 mm,1515 mm,872 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Ldi,"Rs. 6,66,622",Diesel,75PS@4000rpm,190Nm@2000rpm,1248 cc,37 litres,Manual,Sedan,5.0,28.4 km/litre,3995 mm,1735 mm,1515 mm,955 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Zxi,"Rs. 7,32,113",Petrol,84.3PS@6000rpm,115Nm@4000rpm,1197 cc,37 litres,Manual,Sedan,5.0,22 km/litre,3995 mm,1735 mm,1515 mm,882 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Vdi,"Rs. 7,57,622",Diesel,75PS@4000rpm,190Nm@2000rpm,1248 cc,37 litres,Manual,Sedan,5.0,28.4 km/litre,3995 mm,1735 mm,1515 mm,967 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Vxi Amt,"Rs. 7,20,112",Petrol,84.3PS@6000rpm,115Nm@4000rpm,1197 cc,37 litres,Automatic,Sedan,5.0,22 km/litre,3995 mm,1735 mm,1515 mm,872 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Zdi Amt,"Rs. 8,63,122",Diesel,75PS@4000rpm,190Nm@2000rpm,1248 cc,37 litres,Automatic,Sedan,5.0,28.4 km/litre,3995 mm,1735 mm,1515 mm,978 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Zdi,"Rs. 8,16,622",Diesel,75PS@4000rpm,190Nm@2000rpm,1248 cc,37 litres,Manual,Sedan,5.0,28.4 km/litre,3995 mm,1735 mm,1515 mm,978 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Zxi Plus,"Rs. 8,21,613",Petrol,84.3PS@6000rpm,115Nm@4000rpm,1197 cc,37 litres,Manual,Sedan,5.0,22 km/litre,3995 mm,1735 mm,1515 mm,895 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Zxi At,"Rs. 7,79,113",Petrol,84.3PS@6000rpm,115Nm@4000rpm,1197 cc,37 litres,Automatic,Sedan,5.0,22 km/litre,3995 mm,1735 mm,1515 mm,882 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Zxi Plus Amt,"Rs. 8,68,613",Petrol,84.3PS@6000rpm,115Nm@4000rpm,1197 cc,37 litres,Automatic,Sedan,5.0,22 km/litre,3995 mm,1735 mm,1515 mm,990 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Zdi Plus,"Rs. 9,06,122",Diesel,75PS@4000rpm,190Nm@2000rpm,1248 cc,37 litres,Manual,Sedan,5.0,28.4 km/litre,3995 mm,1735 mm,1515 mm,895 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Vdi Amt,"Rs. 8,04,622",Diesel,75PS@4000rpm,190Nm@2000rpm,1248 cc,37 litres,Automatic,Sedan,5.0,28.4 km/litre,3995 mm,1735 mm,1515 mm,967 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Maruti Suzuki,Dzire,Zdi Plus Amt,"Rs. 9,52,622",Diesel,75PS@4000rpm,190Nm@2000rpm,1248 cc,37 litres,Automatic,Sedan,5.0,28.4 km/litre,3995 mm,1735 mm,1515 mm,990 kg,163 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Ford,Freestyle,1.5L Tdci Ambiente,"Rs. 6,76,400",Diesel,100PS@3750RPM,215Nm@1750-3000RPM,1498 cc,40 litres,Manual,Crossover,5.0,24.4 km/litre,3954 mm,1737 mm,1570 mm,1062 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Ford,Freestyle,1.5L Tdci Titanium,"Rs. 7,90,900",Diesel,100PS@3750RPM,215Nm@1750-3000RPM,1498 cc,40 litres,Manual,Hatchback,5.0,24.4 km/litre,3954 mm,1737 mm,1570 mm,1074 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Ford,Freestyle,1.5L Tdci Titanium Plus,"Rs. 8,36,400",Diesel,100PS@3750RPM,215Nm@1750-3000RPM,1498 cc,40 litres,Manual,Hatchback,5.0,24.4 km/litre,3954 mm,1737 mm,1570 mm,1080 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags"
Ford,Freestyle,1.2L Ti-Vct Ambiente,"Rs. 5,91,400",Petrol,96PS@6500rpm,120Nm@4250rpm,1194 cc,42 litres,Manual,Hatchback,5.0,19 km/litre,3954 mm,1737 mm,1570 mm,1026 kg,190 mm,Ventilated Disc,Drum,,"Driver frontal airbag, Front passenger frontal airbag"
Ford,Freestyle,1.2L Ti-Vct Titanium,"Rs. 7,21,400",Petrol,96PS@6500rpm,120Nm@4250rpm,1194 cc,42 litres,Manual,Hatchback,5.0,19 km/litre,3954 mm,1737 mm,1570 mm,1038 kg,190 mm,Ventilated Disc,Drum,Yes,"Front passenger frontal airbag, Driver frontal airbag"
Ford,Freestyle,1.2L Ti-Vct Titanium Plus,"Rs. 7,56,400",Petrol,96PS@6500rpm,120Nm@4250rpm,1194 cc,42 litres,Manual,Hatchback,5.0,19 km/litre,3954 mm,1737 mm,1570 mm,1044 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags"
Ford,Freestyle,1.2L Ti-Vct Trend Plus,"Rs. 6,81,400",Petrol,96PS@6500rpm,120Nm@4250rpm,1194 cc,42 litres,Manual,Crossover,5.0,19 km/litre,3954 mm,1737 mm,1570 mm,1032 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Ford,Freestyle,1.5L Tdci Trend Plus,"Rs. 7,45,900",Diesel,100PS@3750RPM,215Nm@1750-3000RPM,1498 cc,42 litres,Manual,Crossover,5.0,24.4 km/litre,3954 mm,1737 mm,1570 mm,1068 kg,190 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Ameo,Trendline 1.5L Tdi,"Rs. 7,11,500",Diesel,110PS@4400rpm,250Nm@1500-2500rpm,1498 cc,45 litres,Manual,Sedan,5.0,21.66 km/litre,3995 mm,1682 mm,1483 mm,1044 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Ameo,Comfortline 1.5L Tdi,"Rs. 8,10,500",Diesel,110PS@4400rpm,250Nm@1500-2500rpm,1498 cc,45 litres,Manual,Sedan,5.0,21.66 km/litre,3995 mm,1682 mm,1483 mm,1044 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,"Rs. 9,99,900",Diesel,110PS@4400rpm,250Nm@1500-2500rpm,1498 cc,45 litres,Automatic,Sedan,5.0,21.73 km/litre,3995 mm,1682 mm,1483 mm,1184 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
Volkswagen,Ameo,Highline Plus 1.5L Tdi,"Rs. 9,25,500",Diesel,110PS@4400rpm,250Nm@1500-2500rpm,1498 cc,45 litres,Manual,Sedan,5.0,21.66 km/litre,3995 mm,1682 mm,1483 mm,1044 kg,165 mm,Ventilated Disc,Drum,Yes,"Driver frontal airbag, Front passenger frontal airbag"
